"id","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"KHM",22.0015,21.8011,21.4248,21.097,20.818,20.5869,20.4016,20.2591,20.1537,20.0755,20.0132,19.9557,19.8933,19.8221,19.7456,19.5987,19.2987,18.8701,18.4154,18.0877,18.3269,19.66,22.2669,26.0484,30.6758,35.3909,39.2308,41.4361,41.566,39.5753,35.7711,30.7845,25.5478,20.8369,17.0249,14.3255,12.7156,11.8268,11.3355,11.135,11.1346,11.2702,11.5,11.7677,11.9976,12.1158,12.0717,11.8707,11.5258,11.0389,10.426,9.7174,8.9632,8.2099,7.4869,6.8161,6.2066,5.6495,5.1381,4.6766,4.269,3.9171,3.6154,3.3569,3.1356,2.9446
"KOR",20.7365,20.4125,19.7616,19.1047,18.4419,17.773,17.098,16.4168,15.7293,15.0349,14.3335,13.6246,12.9082,12.1844,11.4539,10.7073,9.9322,9.1306,8.3151,7.5062,6.7418,6.065,5.503,5.0682,4.7582,4.5548,4.426,4.3267,4.2188,4.0821,3.9035,3.6818,3.4347,3.1786,2.9196,2.6653,2.4231,2.1979,1.9935,1.8122,1.6546,1.5185,1.3984,1.2896,1.1898,1.0981,1.0143,0.939,0.8723,0.8129,0.7591,0.7096,0.6634,0.6196,0.5779,0.5386,0.5026,0.471,0.4444,0.4223,0.404,0.3883,0.3739,0.3598,0.3456,0.3311
"KWT",21.6544,21.0421,19.8418,18.6898,17.5861,16.5307,15.5239,14.5657,13.6562,12.7959,11.9849,11.2233,10.5104,9.8448,9.2242,8.6462,8.1088,7.6094,7.1451,6.713,6.3126,5.9452,5.6105,5.306,5.0268,4.7666,4.5188,4.2787,4.0423,3.8069,3.5713,3.3358,3.1052,2.8839,2.6746,2.481,2.3065,2.1523,2.0186,1.9049,1.8101,1.7318,1.6663,1.61,1.5606,1.5166,1.4775,1.4438,1.4154,1.3911,1.3703,1.3523,1.3368,1.3227,1.3087,1.293,1.2742,1.2515,1.225,1.1946,1.1611,1.1256,1.0896,1.0546,1.0214,0.9905
"LAO",27.0069,26.8635,26.5754,26.2852,25.9929,25.6985,25.4022,25.1042,24.8052,24.5058,24.2073,23.9105,23.6164,23.3257,23.0381,22.7523,22.4665,22.1792,21.8899,21.5994,21.31,21.0253,20.7476,20.478,20.2159,19.962,19.7163,19.4751,19.2322,18.9814,18.7126,18.4151,18.0843,17.7191,17.3213,16.8971,16.4562,16.0103,15.5691,15.1373,14.7166,14.305,13.8963,13.4858,13.0726,12.6562,12.2368,11.8161,11.3957,10.9768,10.5591,10.142,9.7261,9.3133,8.9064,8.5089,8.1245,7.756,7.4057,7.0753,6.7663,6.4789,6.2108,5.9594,5.7232,5.5001
"LBN",10.0332,9.8696,9.5491,9.2423,8.949,8.6694,8.4032,8.1503,7.9103,7.6827,7.4665,7.2608,7.0642,6.875,6.6917,6.5119,6.3335,6.1561,5.9804,5.8072,5.639,5.479,5.3299,5.1934,5.0699,4.9592,4.8608,4.7715,4.6876,4.6059,4.523,4.4359,4.343,4.2431,4.1351,4.0188,3.895,3.7659,3.6331,3.4972,3.3577,3.2132,3.0634,2.9089,2.7513,2.5929,2.436,2.283,2.1365,1.9985,1.8706,1.7533,1.6458,1.5475,1.4587,1.3797,1.3111,1.2522,1.2024,1.1605,1.1255,1.0962,1.0716,1.0501,1.0307,1.0123
"LBR",33.4913,33.4072,33.2445,33.0927,32.9518,32.8211,32.6979,32.5784,32.4555,32.3168,32.148,31.9347,31.6633,31.3262,30.9243,30.4639,29.9573,29.4252,28.8873,28.3562,27.8407,27.3444,26.8642,26.3989,25.9521,25.5217,25.1031,24.6961,24.3064,23.944,23.6314,23.3942,23.2445,23.1829,23.2004,23.2881,23.4328,23.601,23.7528,23.8511,23.8516,23.715,23.4275,22.9846,22.3853,21.6339,20.7452,19.7574,18.7117,17.6399,16.5687,15.5164,14.4917,13.5072,12.5817,11.7349,10.9808,10.3159,9.733,9.2267,8.7872,8.4008,8.0502,7.7198,7.3992,7.0826
"LBY",34.1372,34.4011,34.7758,34.8444,34.6068,34.0652,33.2284,32.1131,30.7491,29.1853,27.483,25.7114,23.947,22.2588,20.6951,19.2847,18.0276,16.8836,15.8189,14.8259,13.8978,13.0294,12.2169,11.4558,10.7403,10.0663,9.4315,8.8366,8.2821,7.7664,7.2912,6.8594,6.472,6.1267,5.819,5.5414,5.2856,5.045,4.815,4.5935,4.3826,4.1882,4.0167,3.8719,3.753,3.6574,3.581,3.5174,3.4602,3.4052,3.3481,3.2858,3.2196,3.1513,3.0823,3.0174,2.963,2.9228,2.8974,2.8847,2.8782,2.8693,2.8499,2.8148,2.7627,2.6954
"LKA",15.6554,15.3336,14.7013,14.0915,13.5044,12.9401,12.3988,11.881,11.3871,10.9185,10.4763,10.0613,9.6737,9.3119,8.973,8.6534,8.349,8.0554,7.7684,7.4841,7.1992,6.9112,6.6216,6.3323,6.0447,5.7617,5.4864,5.222,4.9712,4.7351,4.5142,4.3076,4.1129,3.928,3.7518,3.5837,3.4235,3.2711,3.1265,2.989,2.8582,2.7337,2.6153,2.5025,2.3948,2.2921,2.1946,2.102,2.0137,1.9285,1.8439,1.7574,1.6678,1.5754,1.4811,1.3879,1.2993,1.2189,1.1489,1.0899,1.0413,1.0012,0.9662,0.9335,0.9018,0.8703
"LSO",26.484,26.2005,25.6304,25.054,24.4712,23.8832,23.2933,22.7057,22.1288,21.5777,21.0688,20.6186,20.2413,19.9427,19.7176,19.5531,19.4296,19.3189,19.1943,19.0382,18.8359,18.5802,18.2777,17.935,17.5536,17.133,16.6733,16.1825,15.6719,15.1533,14.6448,14.1646,13.721,13.3162,12.9482,12.5945,12.2223,11.8131,11.3661,10.8986,10.4541,10.0893,9.8491,9.7593,9.8214,10.0252,10.3445,10.7228,11.1031,11.4452,11.7071,11.8572,11.8927,11.8168,11.6293,11.3372,10.956,10.5164,10.0491,9.5749,9.1119,8.6715,8.2533,7.8575,7.4892,7.1499
"LTU",16.9988,16.1237,14.4442,12.9062,11.5098,10.2545,9.1386,8.1583,7.3073,6.5752,5.9488,5.4126,4.9492,4.542,4.1781,3.8504,3.5588,3.3097,3.1057,2.9427,2.8196,2.7363,2.6891,2.6705,2.671,2.6784,2.6809,2.6712,2.6439,2.5954,2.5242,2.4321,2.3283,2.222,2.1195,2.0305,1.9648,1.9245,1.9077,1.91,1.9203,1.9242,1.9088,1.8661,1.794,1.6958,1.5795,1.4583,1.3433,1.2396,1.1502,1.0749,1.0092,0.9492,0.8941,0.8426,0.794,0.7478,0.7039,0.6623,0.6234,0.5881,0.5571,0.5309,0.5094,0.4923
"LUX",5.8534,5.7763,5.6181,5.4522,5.2785,5.0969,4.9072,4.7094,4.5037,4.2897,4.0677,3.8388,3.6053,3.3713,3.1426,2.9291,2.7413,2.5841,2.4584,2.3622,2.2875,2.2227,2.1557,2.0785,1.9887,1.8897,1.7895,1.698,1.6218,1.5613,1.5129,1.4701,1.4252,1.3727,1.3115,1.2438,1.1741,1.1083,1.0503,1.0009,0.9582,0.9184,0.8773,0.8326,0.7845,0.7365,0.6936,0.6597,0.6368,0.6234,0.6148,0.6039,0.5847,0.5543,0.5131,0.4656,0.4189,0.3804,0.3552,0.3442,0.3459,0.3561,0.3685,0.3778,0.3819,0.3797
"LVA",13.2187,12.5267,11.1972,9.9767,8.865,7.8622,6.9678,6.1799,5.4955,4.9104,4.4181,4.0106,3.6775,3.4068,3.1864,3.0052,2.8556,2.7351,2.6405,2.5666,2.5144,2.4894,2.4944,2.5272,2.5795,2.6381,2.6885,2.719,2.7213,2.6913,2.6267,2.5295,2.4114,2.2854,2.1611,2.0524,1.973,1.9276,1.9162,1.9361,1.9793,2.0338,2.0842,2.117,2.1244,2.0994,2.0386,1.9487,1.8376,1.7111,1.5772,1.4445,1.3201,1.2098,1.1173,1.0441,0.9885,0.9449,0.9078,0.8751,0.8444,0.8143,0.7848,0.756,0.7275,0.6997
"MAR",25.9045,25.7332,25.385,25.0254,24.6545,24.2723,23.8788,23.4746,23.0602,22.6369,22.206,21.7695,21.33,20.8905,20.4539,20.0247,19.6066,19.2005,18.8054,18.4198,18.044,17.6778,17.3162,16.9509,16.5735,16.1694,15.7239,15.2306,14.6889,14.1023,13.4783,12.8285,12.1705,11.5212,10.8923,10.2925,9.7252,9.1877,8.6786,8.2008,7.7581,7.3535,6.9859,6.6529,6.3517,6.0778,5.8262,5.592,5.371,5.161,4.9631,4.7808,4.6175,4.4737,4.3465,4.2311,4.1217,4.0125,3.8986,3.777,3.6459,3.5057,3.36,3.2124,3.0646,2.9185
"MDA",10.8742,10.6778,10.2898,9.9114,9.5427,9.1836,8.8336,8.4927,8.1604,7.8359,7.5185,7.2082,6.9058,6.614,6.3374,6.0833,5.86,5.6724,5.5227,5.4107,5.3374,5.3026,5.2976,5.3103,5.3287,5.3353,5.3126,5.2523,5.151,5.0094,4.8341,4.6371,4.4363,4.2472,4.0783,3.9367,3.825,3.7372,3.6667,3.6097,3.5616,3.5175,3.4723,3.4207,3.3588,3.2819,3.1866,3.0751,2.9506,2.8165,2.6776,2.5397,2.4085,2.2882,2.1816,2.0898,2.0121,1.9446,1.8838,1.828,1.7758,1.7259,1.6783,1.6324,1.5877,1.5437
"MDG",30.4656,30.2057,29.6917,29.1892,28.6981,28.2184,27.7501,27.2927,26.846,26.409,25.9809,25.5605,25.1463,24.7372,24.3319,23.9291,23.5277,23.1281,22.7311,22.3376,21.9514,21.577,21.2161,20.8675,20.5282,20.1855,19.8234,19.4354,19.024,18.5993,18.1893,17.8298,17.5436,17.3392,17.209,17.1331,17.081,17.0111,16.8866,16.685,16.3855,15.9769,15.4741,14.8959,14.2555,13.5684,12.8517,12.1256,11.4106,10.7242,10.0811,9.4891,8.9445,8.4434,7.9869,7.5751,7.2057,6.8721,6.5671,6.2855,6.0227,5.7756,5.5425,5.3209,5.1071,4.8979
"MEX",20.9694,20.5404,19.703,18.9066,18.1512,17.4373,16.7653,16.1356,15.5488,15.0067,14.5105,14.06,13.6531,13.2841,12.9435,12.6201,12.3024,11.98,11.6436,11.2854,10.8971,10.4735,10.0206,9.5472,9.0609,8.5717,8.0904,7.6277,7.1932,6.7944,6.4377,6.1262,5.8547,5.6164,5.4068,5.2202,5.0503,4.891,4.7365,4.5824,4.4265,4.269,4.1128,3.9596,3.8086,3.656,3.497,3.3307,3.1594,2.9876,2.825,2.683,2.5697,2.4892,2.4408,2.4203,2.4196,2.4266,2.4309,2.4268,2.4101,2.3799,2.3399,2.2939,2.2428,2.1881
"MKD",16.8922,16.54,15.8514,15.1941,14.5682,13.9738,13.4111,12.88,12.3806,11.9131,11.4774,11.0727,10.6974,10.3479,10.0197,9.705,9.3956,9.0874,8.7793,8.4723,8.1744,7.8971,7.6491,7.4341,7.2492,7.0866,6.9345,6.7792,6.6097,6.4208,6.2111,5.9837,5.7463,5.5051,5.2614,5.013,4.7561,4.4885,4.2107,3.9261,3.6402,3.3598,3.0914,2.8405,2.6104,2.4022,2.2144,2.0427,1.8845,1.7397,1.6106,1.5005,1.4109,1.3414,1.2897,1.2514,1.2212,1.1939,1.1656,1.1338,1.0985,1.0617,1.0268,0.9964,0.9704,0.948
"MLI",43.5155,43.3058,42.9085,42.5554,42.2467,41.9818,41.7591,41.5747,41.4222,41.291,41.1676,41.0364,40.8795,40.6795,40.4226,40.0938,39.6827,39.1957,38.6437,38.0361,37.3882,36.7175,36.0412,35.373,34.7216,34.088,33.4662,32.845,32.2177,31.5858,30.9536,30.3272,29.7144,29.1217,28.5527,28.008,27.4853,26.9813,26.4943,26.026,25.5889,25.1991,24.8593,24.5615,24.2891,24.014,23.7031,23.3282,22.8684,22.3135,21.6559,20.8968,20.0622,19.1828,18.2825,17.3897,16.5304,15.7206,14.9727,14.2968,13.6963,13.1661,12.6879,12.2449,11.829,11.4336
"MMR",34.6504,33.8211,32.2415,30.8201,29.5568,28.449,27.4881,26.6617,25.9464,25.3015,24.6801,24.0347,23.3208,22.5136,21.6162,20.6633,19.7136,18.8345,18.0745,17.4487,16.9536,16.565,16.2346,15.9214,15.6072,15.2809,14.9415,14.6005,14.2667,13.9396,13.6189,13.3043,12.9959,12.6935,12.3967,12.1051,11.8183,11.5363,11.259,10.9863,10.7187,10.4569,10.2011,9.9514,9.7072,9.4671,9.2292,8.9926,8.7571,8.5235,8.2948,8.0751,7.8667,7.6698,7.4827,7.2993,7.1115,6.9141,6.7057,6.4887,6.2705,6.0614,5.8715,5.7072,5.5704,5.4593
"MNE",13.4619,13.4674,13.4291,13.292,13.0561,12.7222,12.2936,11.7764,11.1812,10.526,9.8329,9.1266,8.4341,7.7787,7.1758,6.6304,6.1362,5.677,5.2422,4.8332,4.4577,4.1265,3.8474,3.6234,3.4517,3.3269,3.2406,3.1796,3.1311,3.0857,3.0354,2.9756,2.9077,2.8333,2.7515,2.6645,2.5762,2.4904,2.4085,2.3292,2.2462,2.1508,2.0381,1.9079,1.7645,1.6184,1.4832,1.3707,1.2887,1.2387,1.2188,1.2227,1.238,1.2528,1.2602,1.2526,1.2244,1.1771,1.1139,1.0371,0.9522,0.8663,0.7863,0.7179,0.6638,0.6248
"MNG",29.2735,29.4017,29.5555,29.5038,29.2466,28.7862,28.1313,27.2965,26.3085,25.2126,24.063,22.9191,21.8432,20.8848,20.07,19.3997,18.8477,18.3631,17.9071,17.4708,17.0598,16.6912,16.3853,16.1528,15.9897,15.89,15.8439,15.8304,15.8256,15.8095,15.7674,15.6912,15.5751,15.409,15.1763,14.8455,14.3841,13.7888,13.0734,12.262,11.4,10.5432,9.7414,9.0311,8.4283,7.9284,7.5064,7.1186,6.7319,6.3366,5.933,5.5312,5.1504,4.8042,4.4954,4.223,3.9824,3.7647,3.5625,3.3727,3.1943,3.0287,2.8781,2.7437,2.6239,2.5169
"MOZ",37.7981,37.4904,36.8783,36.273,35.6743,35.0826,34.4987,33.9236,33.3593,32.8094,32.2777,31.768,31.283,30.8228,30.3848,29.9615,29.5434,29.1226,28.6944,28.2581,27.81,27.3475,26.8803,26.4236,25.9937,25.6223,25.3442,25.173,25.1078,25.1354,25.2277,25.3459,25.4455,25.4898,25.4578,25.3449,25.1621,24.9326,24.6703,24.371,24.0179,23.5879,23.0664,22.4496,21.7451,20.967,20.1357,19.2802,18.4285,17.6006,16.8111,16.0661,15.3602,14.6901,14.0594,13.4702,12.9219,12.4121,11.9392,11.504,11.1118,10.7695,10.4778,10.2327,10.0266,9.8478
"MRT",29.623,29.3605,28.8288,28.2839,27.7259,27.155,26.5725,25.9803,25.3821,24.784,24.1936,23.6187,23.0676,22.5468,22.0591,21.6058,21.1849,20.7887,20.4096,20.0429,19.6861,19.3387,18.9989,18.663,18.3248,17.9736,17.5977,17.1936,16.7623,16.3082,15.8395,15.3677,14.9074,14.4724,14.0718,13.7151,13.4082,13.1464,12.9228,12.7323,12.5647,12.4078,12.2524,12.0929,11.9282,11.7658,11.6185,11.4973,11.407,11.3442,11.2995,11.2597,11.2092,11.1352,11.0312,10.8917,10.7153,10.5108,10.2885,10.0557,9.8225,9.599,9.3917,9.205,9.0415,8.9004
"MUS",19.6672,18.8953,17.4077,16.0328,14.7706,13.6212,12.5852,11.6622,10.852,10.1548,9.5697,9.0943,8.7232,8.4474,8.2544,8.1462,8.1306,8.1959,8.3139,8.4453,8.524,8.479,8.2739,7.8968,7.3567,6.6911,5.9604,5.2419,4.5992,4.0646,3.6564,3.3711,3.1713,3.0225,2.9103,2.818,2.7316,2.6451,2.5551,2.4585,2.3606,2.2726,2.2059,2.1657,2.1488,2.1444,2.1371,2.1133,2.0646,1.9903,1.8964,1.7945,1.6994,1.6222,1.5666,1.5326,1.5162,1.5084,1.5014,1.4917,1.4768,1.4559,1.4307,1.4027,1.3721,1.3395
"MWI",35.1133,35.0392,34.8824,34.7088,34.5184,34.3116,34.0898,33.8545,33.6089,33.3587,33.1099,32.8679,32.6366,32.4154,32.1986,31.9717,31.7165,31.4197,31.0741,30.6806,30.2468,29.7863,29.318,28.8577,28.4135,27.9886,27.5809,27.1826,26.7884,26.3984,26.0196,25.6614,25.3259,25.0092,24.7016,24.3876,24.0485,23.6679,23.2333,22.738,22.1765,21.5488,20.8686,20.1523,19.4126,18.6655,17.9262,17.2039,16.5053,15.8346,15.1879,14.5545,13.9231,13.288,12.6524,12.0243,11.4152,10.8382,10.3041,9.8184,9.3847,9.0024,8.6643,8.3626,8.0931,7.8526
"MYS",14.9324,14.6087,13.9722,13.3577,12.765,12.1942,11.6448,11.1162,10.6073,10.1162,9.6407,9.1786,8.7277,8.2868,7.8559,7.4365,7.0312,6.643,6.2741,5.9255,5.5973,5.2891,4.9987,4.7242,4.4644,4.2183,3.9853,3.7651,3.557,3.3602,3.1738,2.9975,2.8312,2.6742,2.5259,2.3855,2.2528,2.1274,2.009,1.897,1.791,1.6907,1.5961,1.5071,1.423,1.3429,1.2656,1.1911,1.1199,1.0527,0.9919,0.9404,0.8998,0.8707,0.8523,0.8431,0.8405,0.8411,0.8418,0.8403,0.8347,0.8239,0.8086,0.79,0.7683,0.7445
"NAM",27.1541,26.7734,26.0221,25.2908,24.5795,23.8881,23.2166,22.5648,21.9323,21.3187,20.7233,20.1452,19.5836,19.0376,18.5064,17.9916,17.4957,17.0187,16.5586,16.1114,15.6672,15.2146,14.7483,14.2686,13.7806,13.2986,12.8416,12.4247,12.056,11.7351,11.4526,11.1925,10.9354,10.6669,10.3822,10.0792,9.7614,9.4414,9.1324,8.8426,8.5826,8.3619,8.1829,8.0453,7.9479,7.8921,7.8784,7.8961,7.9292,7.9605,7.9649,7.9169,7.8035,7.6194,7.3652,7.0485,6.6846,6.2993,5.9172,5.5536,5.2221,4.9303,4.674,4.4489,4.2543,4.0874
"NCL",18.5233,18.1488,17.412,16.6996,16.0117,15.3482,14.7091,14.0942,13.503,12.9353,12.3901,11.8667,11.3639,10.8804,10.4149,9.9666,9.5348,9.1194,8.7199,8.3354,7.965,7.6081,7.2646,6.9342,6.6164,6.311,6.018,5.7377,5.4701,5.2152,4.9729,4.7432,4.5261,4.321,4.1276,3.9455,3.7745,3.614,3.4634,3.3218,3.1886,3.0632,2.9453,2.8342,2.7292,2.6298,2.5356,2.4465,2.3622,2.2824,2.2067,2.1351,2.0675,2.0037,1.9431,1.8852,1.8294,1.7754,1.7231,1.6722,1.6229,1.5757,1.531,1.4891,1.4498,1.4132
"NER",32.5075,32.5228,32.5484,32.5642,32.5704,32.567,32.5546,32.5341,32.5072,32.4765,32.4455,32.4177,32.3966,32.3848,32.3832,32.392,32.4104,32.4346,32.4603,32.4844,32.5056,32.5238,32.5375,32.5433,32.5363,32.5035,32.4297,32.3121,32.1559,31.9726,31.7951,31.665,31.6046,31.6172,31.6879,31.7838,31.86,31.8635,31.7499,31.4933,31.0712,30.4752,29.7323,28.8751,27.9274,26.9196,25.8823,24.8409,23.8168,22.826,21.8709,20.9412,20.0187,19.0935,18.1705,17.2579,16.3671,15.5128,14.7091,13.9657,13.2942,12.7033,12.1886,11.7418,11.3552,11.0171
"NGA",34.3475,34.1571,33.7663,33.3557,32.925,32.4748,32.0066,31.5224,31.0264,30.5254,30.0275,29.5413,29.0749,28.6334,28.2176,27.8245,27.4471,27.0749,26.6989,26.3146,25.9175,25.505,25.0809,24.6505,24.2182,23.7858,23.3548,22.931,22.5237,22.1437,21.8077,21.5327,21.3252,21.1859,21.1114,21.0968,21.1334,21.2017,21.2796,21.3483,21.3912,21.3968,21.3596,21.2727,21.1264,20.9085,20.6105,20.2362,19.7939,19.2915,18.7369,18.1393,17.5132,16.8757,16.2428,15.6317,15.0558,14.5182,14.0193,13.5602,13.1359,12.7366,12.3502,11.9675,11.5862,11.2083
"NIC",26.5539,26.2529,25.655,25.0653,24.4838,23.9105,23.3452,22.7881,22.2388,21.6972,21.1629,20.6358,20.1156,19.6019,19.095,18.5922,18.0906,17.5908,17.0958,16.6108,16.1477,15.7206,15.3359,14.9936,14.6882,14.4086,14.1399,13.8639,13.5641,13.2302,12.854,12.4327,11.9737,11.4848,10.9697,10.4298,9.8656,9.2828,8.6905,8.0994,7.5224,6.9714,6.4539,5.9758,5.5417,5.1519,4.8023,4.4848,4.193,3.9256,3.686,3.48,3.3106,3.1769,3.0739,2.9931,2.9243,2.8578,2.786,2.7044,2.6123,2.5126,2.4123,2.3166,2.227,2.1434
"NLD",3.3125,3.2297,3.0696,2.9205,2.7823,2.6552,2.539,2.4333,2.3378,2.2516,2.1737,2.1029,2.0376,1.9763,1.9173,1.8595,1.8019,1.7445,1.6874,1.6304,1.5734,1.5165,1.4604,1.4058,1.3531,1.3029,1.2558,1.2118,1.1712,1.1337,1.0994,1.0682,1.0394,1.0125,0.9867,0.9615,0.936,0.91,0.8834,0.8561,0.8281,0.7997,0.7717,0.7445,0.7187,0.6949,0.6739,0.6557,0.6399,0.6262,0.6137,0.6014,0.5883,0.5737,0.5575,0.5399,0.5217,0.5037,0.4865,0.4701,0.4538,0.4366,0.4178,0.3972,0.3751,0.3525
"NOR",3.1026,3.043,2.9279,2.8211,2.7225,2.6322,2.5497,2.4744,2.4052,2.3404,2.2777,2.2149,2.1499,2.0811,2.0083,1.9326,1.8561,1.7817,1.7111,1.645,1.5824,1.5215,1.4607,1.3989,1.3366,1.275,1.2159,1.1616,1.1137,1.0731,1.0413,1.0197,1.007,1.0006,0.998,0.9945,0.9851,0.9667,0.9374,0.8972,0.8475,0.7914,0.7339,0.6792,0.6297,0.5874,0.5529,0.5249,0.5018,0.4831,0.4677,0.4545,0.4424,0.4303,0.4175,0.4038,0.3892,0.3744,0.3597,0.3452,0.3306,0.3155,0.2998,0.2835,0.2669,0.2507
"NPL",33.9509,33.9775,34.0085,33.9952,33.9378,33.8358,33.6881,33.4938,33.251,32.9557,32.6042,32.1938,31.724,31.1982,30.6249,30.0152,29.3816,28.7371,28.0937,27.4605,26.8451,26.2507,25.6715,25.1015,24.5374,23.9745,23.4072,22.8303,22.2397,21.6326,21.0076,20.3651,19.7087,19.0419,18.3665,17.6825,16.9891,16.2872,15.5798,14.8713,14.1664,13.4698,12.7857,12.1186,11.4726,10.8504,10.2527,9.6782,9.1264,8.5986,8.0961,7.6202,7.1711,6.7491,6.3541,5.9867,5.6474,5.3349,5.0471,4.7819,4.5364,4.3082,4.0951,3.8949,3.7061,3.5281
"NZL",3.4653,3.4352,3.3729,3.3063,3.2354,3.1603,3.0812,2.9984,2.9127,2.8253,2.7375,2.651,2.5675,2.4885,2.4148,2.3474,2.2866,2.2311,2.1796,2.1308,2.083,2.0342,1.9832,1.9296,1.8732,1.8146,1.7552,1.6967,1.6407,1.5882,1.5404,1.4986,1.4619,1.4289,1.3979,1.3651,1.3265,1.2795,1.2237,1.16,1.0916,1.0229,0.959,0.9036,0.8582,0.8228,0.7956,0.7732,0.7527,0.7329,0.7137,0.6953,0.6787,0.6644,0.6518,0.6402,0.6283,0.6154,0.601,0.5853,0.5688,0.5528,0.5383,0.5261,0.5161,0.508
"OMN",38.4391,37.7958,36.5246,35.2842,34.0745,32.8957,31.7481,30.6317,29.5468,28.4943,27.4746,26.4881,25.5343,24.6116,23.7174,22.8515,22.0147,21.2036,20.4109,19.6279,18.8394,18.0296,17.1911,16.3225,15.427,14.5124,13.5916,12.6827,11.8027,10.9625,10.1702,9.4284,8.7327,8.0797,7.4704,6.9071,6.3918,5.9228,5.4963,5.1082,4.7533,4.426,4.1213,3.8343,3.561,3.2993,3.0492,2.8131,2.5925,2.387,2.1951,2.0152,1.8469,1.6904,1.5469,1.4202,1.3152,1.2344,1.1771,1.1406,1.1195,1.1067,1.095,1.079,1.0554,1.0237
"PAK",37.961,37.1485,35.559,34.0407,32.5937,31.218,29.9137,28.6807,27.5191,26.4288,25.4098,24.4614,23.5825,22.7708,22.0234,21.3386,20.7159,20.1525,19.6438,19.184,18.7686,18.3942,18.057,17.7518,17.472,17.2129,16.9721,16.7478,16.5365,16.3328,16.1314,15.9282,15.7217,15.5102,15.2917,15.0652,14.8312,14.5922,14.35,14.1051,13.8575,13.6065,13.352,13.0943,12.8343,12.5726,12.3099,12.0474,11.7867,11.5297,11.2785,11.0355,10.8012,10.5758,10.359,10.1491,9.9434,9.7397,9.5368,9.3351,9.137,8.9458,8.7644,8.5944,8.4352,8.285
"PAN",13.3859,13.2314,12.9212,12.6087,12.2939,11.9769,11.6583,11.3387,11.0194,10.7026,10.3909,10.0866,9.7917,9.507,9.2312,8.9612,8.6924,8.4205,8.1422,7.8562,7.5609,7.2557,6.9443,6.6319,6.3235,6.0261,5.7471,5.4908,5.2591,5.0527,4.8689,4.7027,4.5472,4.3969,4.2497,4.1056,3.9664,3.8357,3.716,3.6075,3.5107,3.4254,3.3498,3.2813,3.2175,3.1553,3.0919,3.0256,2.9551,2.8798,2.7992,2.7139,2.6263,2.5388,2.4531,2.3716,2.296,2.2272,2.1653,2.1105,2.0623,2.0199,1.9813,1.9447,1.9089,1.8726
"PER",27.632,27.4483,27.0687,26.6647,26.2363,25.7842,25.3105,24.8178,24.3112,23.8,23.2942,22.8035,22.3355,21.8922,21.4678,21.0434,20.5939,20.1001,19.5535,18.9569,18.3271,17.6898,17.0727,16.4947,15.9614,15.4665,14.994,14.5219,14.0347,13.5296,13.0098,12.4845,11.968,11.4716,10.9999,10.5556,10.1386,9.7428,9.3614,8.9903,8.6241,8.2575,7.8878,7.5134,7.1337,6.7471,6.3531,5.9565,5.5641,5.1828,4.8219,4.4906,4.1944,3.9368,3.719,3.5414,3.4015,3.2911,3.2012,3.125,3.0556,2.9874,2.9177,2.8446,2.7654,2.6794
"PHL",14.4042,14.2331,13.8953,13.5664,13.2465,12.9354,12.6328,12.3381,12.0506,11.7685,11.4901,11.2133,10.9364,10.6584,10.379,10.0947,9.8009,9.5006,9.2014,8.9133,8.6588,8.4638,8.3394,8.2855,8.2917,8.3365,8.3903,8.4199,8.3972,8.3065,8.1326,7.869,7.5342,7.1516,6.7401,6.3273,5.9424,5.6049,5.3276,5.1158,4.9648,4.8599,4.776,4.6927,4.6011,4.4971,4.3823,4.2656,4.1534,4.0468,3.9457,3.8497,3.7573,3.6672,3.5791,3.4927,3.4083,3.3262,3.2464,3.1688,3.0928,3.0179,2.9437,2.8701,2.7974,2.7261
"PNG",24.3707,24.1291,23.6535,23.1928,22.7472,22.316,21.8975,21.4891,21.0863,20.6808,20.2633,19.8248,19.3571,18.8569,18.327,17.776,17.2169,16.6651,16.133,15.6269,15.1486,14.6952,14.2582,13.8309,13.4118,12.9985,12.5889,12.1853,11.7919,11.4132,11.0578,10.7357,10.4518,10.2074,10.0001,9.8235,9.6683,9.5229,9.3776,9.2272,9.0692,8.9047,8.7395,8.5778,8.4207,8.2683,8.1205,7.9766,7.836,7.6989,7.5653,7.4354,7.3097,7.1884,7.0718,6.9613,6.858,6.762,6.6724,6.5876,6.5051,6.4218,6.3351,6.2436,6.1467,6.0448
