"id","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"DJI",26.7058,26.5482,26.2262,25.8903,25.5405,25.1771,24.8014,24.4145,24.0189,23.6191,23.2199,22.8253,22.4379,22.0565,21.6753,21.2761,20.8361,20.3439,19.7996,19.2135,18.6114,18.0273,17.4915,17.0241,16.6304,16.3015,16.0164,15.745,15.4645,15.1677,14.8554,14.5368,14.228,13.9412,13.679,13.4413,13.2243,13.0207,12.8243,12.6324,12.4436,12.258,12.0774,11.9033,11.7355,11.575,11.4228,11.2787,11.1413,11.0087,10.8798,10.754,10.6284,10.4992,10.3615,10.2062,10.0236,9.8111,9.5711,9.3089,9.0361,8.7672,8.5159,8.2924,8.1009,7.9413
"DNK",3.5663,3.485,3.329,3.1863,3.0569,2.9405,2.8368,2.7448,2.6629,2.5885,2.5182,2.4486,2.3762,2.2982,2.2136,2.1225,2.0264,1.9288,1.8326,1.7394,1.6498,1.5636,1.4802,1.3998,1.3231,1.2515,1.1861,1.1278,1.0774,1.0353,1.0029,0.9816,0.9704,0.9672,0.9693,0.9723,0.9713,0.9631,0.9457,0.9183,0.8817,0.8383,0.7923,0.7477,0.7066,0.6709,0.6418,0.6186,0.5999,0.5851,0.5726,0.5604,0.547,0.5312,0.5131,0.4933,0.4737,0.456,0.4415,0.4302,0.4217,0.4147,0.4077,0.3994,0.3895,0.3779
"DOM",26.6113,26.2542,25.5452,24.8466,24.1584,23.4808,22.814,22.1585,21.5148,20.8841,20.2677,19.6663,19.0799,18.5068,17.9439,17.3847,16.8219,16.2508,15.6697,15.0795,14.4823,13.8825,13.2881,12.7075,12.1471,11.6134,11.1115,10.6417,10.2033,9.7957,9.4186,9.0707,8.7466,8.4395,8.1436,7.8491,7.5468,7.2335,6.91,6.5795,6.251,5.9373,5.6499,5.3962,5.1774,4.99,4.8259,4.6734,4.5231,4.3713,4.2175,4.064,3.9164,3.7786,3.6511,3.5333,3.4236,3.3195,3.2192,3.1221,3.0282,2.9385,2.8542,2.7756,2.7023,2.6336
"DZA",28.7129,28.4907,28.0434,27.5909,27.133,26.6698,26.2016,25.7288,25.2523,24.7735,24.294,23.8161,23.3418,22.8733,22.4124,21.9641,21.534,21.1211,20.7197,20.3219,19.9208,19.5094,19.0758,18.6055,18.0838,17.4832,16.7757,15.958,15.0417,14.0468,13.005,11.9547,10.9391,9.9967,9.154,8.4322,7.8391,7.3556,6.9608,6.6436,6.3906,6.1875,6.019,5.8701,5.7283,5.5853,5.4385,5.2927,5.1509,5.0111,4.871,4.7296,4.5874,4.4448,4.3022,4.1599,4.0186,3.8797,3.7444,3.6136,3.4886,3.3704,3.2589,3.1535,3.0536,2.9578
"ECU",21.2547,21.0792,20.7331,20.3968,20.0702,19.753,19.4445,19.1434,18.8474,18.5525,18.254,17.947,17.6267,17.2897,16.9352,16.5649,16.183,15.795,15.4053,15.0154,14.6248,14.2313,13.832,13.4249,13.0103,12.5896,12.1649,11.7386,11.3123,10.8866,10.4591,10.0263,9.5864,9.1404,8.6914,8.244,7.8038,7.377,6.9694,6.5854,6.2291,5.9031,5.6049,5.3317,5.0816,4.8514,4.6376,4.4364,4.2448,4.0607,3.8833,3.7131,3.5522,3.4023,3.2638,3.1374,3.024,2.9232,2.8339,2.7548,2.6843,2.6209,2.5628,2.5078,2.454,2.3994
"EGY",42.4751,41.4565,39.4981,37.6975,36.0547,34.569,33.2378,32.0563,31.0158,30.1021,29.2973,28.5816,27.9332,27.3329,26.7678,26.2479,25.796,25.4239,25.123,24.8642,24.5932,24.2462,23.7785,23.1652,22.4036,21.518,20.5549,19.5756,18.6274,17.7281,16.8704,16.0268,15.1639,14.2653,13.3409,12.4223,11.553,10.7684,10.0872,9.508,9.004,8.5315,8.046,7.5199,6.9508,6.3574,5.7746,5.2449,4.7979,4.4412,4.1708,3.9705,3.8099,3.6634,3.5194,3.371,3.2182,3.0693,2.93,2.8001,2.6789,2.5657,2.4597,2.3604,2.2671,2.18
"ERI",34.2525,34.0507,33.6226,33.1451,32.6184,32.0433,31.4237,30.7648,30.0767,29.3769,28.6856,28.0236,27.4107,26.8587,26.3682,25.9268,25.5119,25.0961,24.6591,24.1942,23.7023,23.1921,22.6817,22.1857,21.7103,21.2592,20.8331,20.4269,20.0362,19.6593,19.2975,18.9528,18.6237,18.3051,17.9904,17.6732,17.348,17.0072,16.6416,16.2417,15.7911,15.2738,14.6889,14.0431,13.3476,12.6189,11.8771,11.1466,10.4504,9.8056,9.2278,8.7253,8.2906,7.9144,7.5913,7.3146,7.076,6.8635,6.6648,6.4696,6.2681,6.054,5.8279,5.5914,5.3442,5.0881
"ESP",9.2394,8.9622,8.4264,7.9275,7.4656,7.0405,6.6517,6.2977,5.9763,5.6838,5.4155,5.1659,4.929,4.6991,4.4718,4.2439,4.0142,3.7854,3.5599,3.3388,3.1233,2.915,2.7156,2.5265,2.3487,2.1828,2.0285,1.8851,1.7519,1.6289,1.5166,1.4158,1.3266,1.2485,1.1804,1.1211,1.0695,1.0239,0.9826,0.9438,0.9057,0.8672,0.828,0.7883,0.7481,0.708,0.6692,0.6327,0.5996,0.5701,0.5443,0.5217,0.5015,0.483,0.4657,0.4492,0.4336,0.4189,0.4049,0.3916,0.3786,0.3657,0.3528,0.3399,0.327,0.3143
"EST",13.8501,13.1254,11.7345,10.4604,9.3033,8.2628,7.338,6.5262,5.8234,5.2226,4.715,4.2898,3.9343,3.6353,3.3813,3.1649,2.9835,2.8387,2.7293,2.6494,2.5947,2.5632,2.5521,2.557,2.5715,2.5893,2.6052,2.6167,2.6211,2.6153,2.5971,2.5655,2.5234,2.4737,2.4183,2.3604,2.3038,2.2505,2.2009,2.1544,2.1084,2.059,2.002,1.9346,1.8555,1.7641,1.6605,1.5481,1.4306,1.3115,1.1946,1.0834,0.9801,0.8864,0.8038,0.7325,0.6718,0.6192,0.5727,0.5313,0.4948,0.4634,0.4374,0.4166,0.4003,0.3876
"ETH",34.2597,34.0524,33.6149,33.1314,32.6021,32.0276,31.4107,30.7559,30.0718,29.3724,28.6749,27.9982,27.3619,26.7819,26.2668,25.8189,25.4323,25.0912,24.7818,24.4988,24.2357,23.9883,23.7588,23.5513,23.3694,23.2329,23.1671,23.1779,23.2549,23.3753,23.4941,23.5578,23.5242,23.3672,23.0801,22.6791,22.1999,21.6909,21.1883,20.7035,20.2315,19.7527,19.2393,18.6732,18.054,17.3881,16.6885,15.9752,15.2652,14.5678,13.8861,13.2177,12.5561,11.899,11.25,10.6138,9.9952,9.4001,8.8348,8.3046,7.8167,7.3773,6.9852,6.6368,6.3278,6.0506
"FIN",4.4213,4.3265,4.1374,3.9497,3.7634,3.5784,3.3953,3.2144,3.0367,2.8639,2.6978,2.5405,2.3939,2.2593,2.137,2.0268,1.9276,1.837,1.7525,1.6724,1.5946,1.5179,1.4419,1.3665,1.2915,1.2169,1.1429,1.0709,1.0024,0.9387,0.8818,0.8342,0.7962,0.7674,0.7469,0.7324,0.7211,0.7099,0.6964,0.6794,0.6581,0.6329,0.6058,0.5783,0.5514,0.5257,0.502,0.4804,0.461,0.4438,0.4285,0.415,0.4024,0.3904,0.3786,0.3669,0.3556,0.3448,0.3344,0.3242,0.3134,0.3013,0.2874,0.2717,0.2547,0.2372
"FJI",16.1655,15.8787,15.3143,14.7682,14.2405,13.7312,13.2402,12.7674,12.3125,11.8753,11.4554,11.052,10.6646,10.2921,9.9338,9.5888,9.2565,8.9368,8.6294,8.334,8.0518,7.7844,7.5322,7.2937,7.0664,6.8457,6.6263,6.4046,6.1785,5.9476,5.7135,5.4797,5.2511,5.0318,4.8238,4.6281,4.4443,4.2705,4.1048,3.9465,3.7952,3.6506,3.5125,3.3807,3.2547,3.1332,3.015,2.9,2.789,2.6831,2.5856,2.5006,2.4301,2.3744,2.3319,2.2992,2.272,2.2449,2.2137,2.1761,2.1306,2.0775,2.0195,1.9594,1.8985,1.8383
"FRA",6.0569,5.8804,5.5358,5.2081,4.8973,4.6034,4.3267,4.0674,3.8257,3.6025,3.3985,3.214,3.0488,2.9019,2.7708,2.6532,2.5461,2.4466,2.3515,2.2582,2.1636,2.066,1.9659,1.8646,1.763,1.6633,1.5684,1.4806,1.4019,1.3327,1.273,1.2215,1.1759,1.134,1.0947,1.0574,1.0222,0.9893,0.9586,0.9289,0.8982,0.8643,0.8263,0.7843,0.7393,0.6935,0.6501,0.612,0.5809,0.5574,0.5405,0.5285,0.5184,0.5079,0.4962,0.4831,0.4693,0.4559,0.4438,0.4331,0.4234,0.414,0.4043,0.3938,0.3826,0.3706
"GAB",31.2224,30.9257,30.3598,29.8492,29.3938,28.9922,28.6395,28.3285,28.0455,27.7669,27.4652,27.112,26.6796,26.1502,25.5213,24.8025,24.0158,23.197,22.3773,21.5733,20.7948,20.0428,19.3072,18.5806,17.8642,17.1587,16.4642,15.7815,15.1117,14.4563,13.812,13.1734,12.5418,11.9243,11.3316,10.783,10.3004,9.8969,9.5784,9.3436,9.1846,9.0867,9.0272,8.9856,8.9494,8.9148,8.8854,8.8664,8.8565,8.8458,8.8173,8.7525,8.64,8.4743,8.2554,7.9887,7.6852,7.3634,7.0407,6.7277,6.4321,6.1572,5.8995,5.6571,5.4318,5.2258
"GBR",3.5987,3.5163,3.3595,3.2184,3.0931,2.9834,2.8888,2.8084,2.7405,2.6825,2.631,2.5825,2.5334,2.4809,2.4239,2.3634,2.3022,2.2437,2.1898,2.1403,2.0931,2.0453,1.9938,1.9362,1.872,1.8011,1.7239,1.6431,1.5616,1.4815,1.4058,1.3375,1.2774,1.2255,1.181,1.1417,1.104,1.0646,1.0216,0.9747,0.9253,0.876,0.8301,0.7902,0.7569,0.7305,0.7099,0.6931,0.6783,0.6645,0.6514,0.6388,0.627,0.616,0.6054,0.5943,0.5819,0.5679,0.5522,0.5353,0.5179,0.5015,0.487,0.4751,0.4659,0.4587
"GEO",9.3981,9.304,9.1168,8.9313,8.7475,8.5654,8.3848,8.2057,8.028,7.8514,7.6755,7.5,7.3248,7.1497,6.975,6.7999,6.6233,6.4459,6.2699,6.0977,5.934,5.7834,5.6491,5.5326,5.4341,5.3527,5.2859,5.229,5.1775,5.1283,5.0769,5.0195,4.9563,4.8895,4.8221,4.7641,4.7282,4.7202,4.7389,4.7773,4.8191,4.8432,4.8319,4.7738,4.6664,4.515,4.3324,4.1377,3.9464,3.7647,3.5945,3.4326,3.2708,3.1027,2.9273,2.7424,2.5459,2.3408,2.1321,1.9257,1.7306,1.5567,1.41,1.2937,1.2081,1.1503
"GHA",25.9409,25.6849,25.178,24.6813,24.195,23.7191,23.2537,22.7993,22.3563,21.926,21.5094,21.108,20.7231,20.3556,20.0058,19.6752,19.365,19.0735,18.7979,18.5348,18.2792,18.026,17.7714,17.5129,17.2492,16.9831,16.7198,16.4635,16.215,15.9712,15.7254,15.4686,15.1933,14.8947,14.5716,14.2229,13.8497,13.4601,13.0645,12.6716,12.2938,11.9428,11.6242,11.3398,11.0897,10.8692,10.6698,10.4797,10.2891,10.0934,9.8926,9.6906,9.4924,9.2995,9.1086,8.9105,8.6938,8.4519,8.1837,7.8929,7.5893,7.2865,6.9987,6.7368,6.5056,6.3058
"GIN",35.0749,34.9494,34.7021,34.4626,34.2309,34.0072,33.7923,33.5866,33.3916,33.2096,33.0433,32.8944,32.7634,32.6484,32.5442,32.446,32.3485,32.2437,32.1215,31.9726,31.7854,31.5495,31.2634,30.9281,30.546,30.1219,29.6634,29.1823,28.6896,28.1929,27.6985,27.2095,26.7239,26.2398,25.758,25.2788,24.8021,24.3253,23.8456,23.3603,22.8651,22.3551,21.829,21.2874,20.7324,20.1724,19.6184,19.0763,18.5466,18.0245,17.4918,16.9247,16.3091,15.642,14.9322,14.2025,13.4844,12.808,12.1945,11.6508,11.1726,10.7442,10.3392,9.9368,9.5294,9.115
"GMB",39.0338,38.8226,38.4185,38.0512,37.7206,37.4251,37.159,36.9147,36.6771,36.4202,36.1143,35.7294,35.2378,34.6246,33.8931,33.0619,32.1634,31.2418,30.3352,29.4639,28.639,27.8592,27.1071,26.369,25.6435,24.9283,24.2219,23.5255,22.8413,22.1716,21.5208,20.8936,20.2933,19.7215,19.1783,18.6643,18.179,17.7177,17.2733,16.8396,16.4073,15.9674,15.5157,15.05,14.5703,14.0792,13.5826,13.0892,12.6065,12.1385,11.6864,11.2489,10.8231,10.4082,10.0064,9.6211,9.2562,8.9148,8.5993,8.3108,8.0501,7.817,7.6084,7.4207,7.2511,7.0969
"GNB",31.5868,31.4853,31.2825,31.0802,30.8783,30.6766,30.4743,30.2703,30.0626,29.8474,29.6207,29.3785,29.1176,28.8369,28.5382,28.227,27.9108,27.5969,27.2905,26.9927,26.7016,26.4119,26.1173,25.8133,25.4993,25.1756,24.8435,24.5082,24.175,23.8481,23.5335,23.2368,22.9596,22.701,22.4595,22.2336,22.0207,21.8139,21.6044,21.3843,21.1405,20.8603,20.5403,20.1827,19.7929,19.384,18.9739,18.5791,18.2109,17.873,17.5626,17.2706,16.9818,16.6842,16.3732,16.0468,15.7065,15.3584,15.0077,14.6564,14.3052,13.9542,13.6033,13.2529,12.9048,12.561
"GNQ",33.536,33.367,33.0301,32.6951,32.3623,32.0315,31.7027,31.3761,31.0516,30.7294,30.4094,30.0919,29.7767,29.4637,29.1528,28.8433,28.5348,28.227,27.9196,27.6127,27.3126,27.0274,26.7572,26.4958,26.232,25.9398,25.5879,25.1606,24.6556,24.0834,23.4726,22.8633,22.2937,21.7906,21.3622,21.0034,20.695,20.4029,20.0991,19.7714,19.4119,19.0198,18.6062,18.1814,17.7496,17.3161,16.8855,16.4614,16.0468,15.6443,15.2557,14.8816,14.5189,14.1646,13.8167,13.4721,13.1274,12.7809,12.4322,12.0816,11.7308,11.3821,11.0392,10.7057,10.3838,10.076
"GRC",6.1383,6.0505,5.8783,5.7129,5.5543,5.4025,5.2576,5.1193,4.9873,4.8613,4.7406,4.6241,4.51,4.3958,4.2786,4.1523,4.0108,3.8523,3.6782,3.4918,3.3014,3.1175,2.9487,2.8001,2.6727,2.5616,2.4582,2.3526,2.2381,2.114,1.9835,1.8531,1.7311,1.6232,1.5305,1.4515,1.382,1.3163,1.25,1.1822,1.1137,1.0474,0.9865,0.9332,0.8872,0.8468,0.809,0.7709,0.7307,0.6879,0.6433,0.5985,0.5561,0.5182,0.4857,0.4595,0.4396,0.425,0.4144,0.4069,0.4014,0.3968,0.3922,0.3869,0.3803,0.372
"GTM",25.5379,25.392,25.0915,24.7734,24.4378,24.0848,23.7148,23.3286,22.9275,22.5139,22.0904,21.6601,21.2258,20.7897,20.3526,19.9136,19.4703,19.0198,18.56,18.0909,17.6129,17.127,16.6355,16.1411,15.6459,15.1515,14.6591,14.1693,13.6828,13.2009,12.7243,12.2532,11.7877,11.3278,10.8745,10.428,9.9882,9.5557,9.1316,8.7174,8.315,7.9258,7.5511,7.1923,6.8507,6.5278,6.2244,5.9402,5.6741,5.4253,5.1929,4.9753,4.7712,4.579,4.3974,4.2264,4.0665,3.9182,3.7808,3.6527,3.5317,3.4156,3.3025,3.191,3.08,2.9694
"GUY",10.0096,9.9266,9.7631,9.6045,9.4508,9.302,9.1576,9.0173,8.8805,8.7457,8.6117,8.4772,8.3417,8.2058,8.0715,7.9429,7.8253,7.7221,7.6355,7.5653,7.51,7.4664,7.4295,7.3943,7.3582,7.3192,7.2769,7.2322,7.1858,7.1368,7.0855,7.0324,6.9773,6.919,6.8551,6.7814,6.6929,6.5874,6.4647,6.3267,6.1769,6.0204,5.8636,5.7116,5.5676,5.4325,5.3055,5.1836,5.0651,4.9504,4.8409,4.7382,4.6439,4.559,4.4835,4.418,4.3625,4.3155,4.2746,4.2375,4.2014,4.1634,4.1218,4.0753,4.0235,3.9665
"HND",28.6074,28.39,27.9395,27.4578,26.9448,26.401,25.8277,25.2273,24.604,23.9651,23.3193,22.6761,22.0454,21.4354,20.8503,20.2939,19.7671,19.2615,18.7666,18.2741,17.7711,17.2442,16.6869,16.0966,15.4741,14.8246,14.1572,13.4858,12.8227,12.1751,11.5449,10.9291,10.3239,9.7299,9.1534,8.6051,8.097,7.6369,7.2286,6.8722,6.5631,6.2928,6.0493,5.8227,5.6083,5.4046,5.214,5.0415,4.8904,4.7601,4.6505,4.5606,4.4876,4.4278,4.378,4.3351,4.2972,4.2625,4.2283,4.1913,4.1479,4.0951,4.0324,3.9599,3.878,3.7876
"HRV",11.5724,11.2808,10.7036,10.1384,9.5852,9.0441,8.5155,8,7.4988,7.014,6.548,6.1033,5.6829,5.2889,4.9227,4.5842,4.272,3.9841,3.7189,3.4764,3.2592,3.0711,2.9132,2.7842,2.6803,2.5968,2.5282,2.4679,2.4095,2.348,2.2786,2.1986,2.1098,2.0144,1.9135,1.81,1.7072,1.6085,1.5165,1.4318,1.3534,1.2784,1.2039,1.1287,1.0537,0.9815,0.9164,0.8616,0.8192,0.7889,0.7697,0.7592,0.7532,0.7478,0.7404,0.7285,0.7103,0.6863,0.6576,0.625,0.59,0.5549,0.5219,0.4927,0.4683,0.449
"HTI",34.8493,34.4047,33.5258,32.6674,31.8296,31.012,30.214,29.4349,28.6735,27.9272,27.1936,26.471,25.7592,25.0608,24.3816,23.7333,23.1296,22.5791,22.0852,21.6464,21.2568,20.9061,20.5794,20.2633,19.9497,19.6368,19.3283,19.0282,18.7352,18.4417,18.1322,17.7893,17.4035,16.9723,16.4994,15.9969,15.4828,14.9772,14.4957,14.0448,13.624,13.2259,12.8373,12.4489,12.0598,11.6703,11.2834,10.9062,10.546,10.2078,9.8993,9.6275,9.393,9.1931,9.0237,8.8772,8.744,8.6138,8.4783,8.3326,8.1743,8.0044,7.8289,7.6531,7.4792,7.3092
"HUN",9.2549,8.9939,8.4858,8.0057,7.5536,7.1295,6.7337,6.366,6.0265,5.7154,5.4328,5.1786,4.9519,4.7516,4.5755,4.4247,4.3011,4.2025,4.1233,4.0557,3.9873,3.9049,3.8007,3.6709,3.5154,3.3383,3.1485,2.9589,2.7807,2.6196,2.4805,2.365,2.2686,2.1864,2.1154,2.0516,1.9907,1.929,1.8637,1.7931,1.7164,1.6343,1.55,1.4663,1.3845,1.3062,1.2326,1.1639,1.1001,1.0413,0.9871,0.9368,0.8892,0.8438,0.8003,0.7592,0.7211,0.6868,0.6566,0.6305,0.608,0.5886,0.5714,0.5557,0.5412,0.5275
"IDN",31.7799,31.2854,30.3076,29.3523,28.4195,27.5094,26.622,25.7575,24.9163,24.0991,23.3065,22.5388,21.7958,21.0762,20.3779,19.6955,19.0231,18.3578,17.6996,17.0509,16.4184,15.8109,15.2362,14.6991,14.2007,13.7396,13.3123,12.9101,12.5249,12.1511,11.7842,11.4216,11.0629,10.7074,10.3528,9.9967,9.6373,9.2755,8.9127,8.5501,8.1892,7.8318,7.4803,7.1374,6.8054,6.4864,6.1816,5.891,5.6145,5.3524,5.1048,4.8713,4.6508,4.4425,4.2458,4.0605,3.8868,3.7246,3.5736,3.4332,3.303,3.1825,3.0714,2.9686,2.8731,2.7842
"IND",28.9004,28.6364,28.1163,27.6118,27.123,26.6499,26.1927,25.7514,25.3263,24.9176,24.5257,24.1502,23.7903,23.4438,23.1074,22.7791,22.4573,22.1385,21.8178,21.4893,21.1453,20.7786,20.3863,19.9677,19.5233,19.0542,18.5632,18.0581,17.5473,17.0376,16.5365,16.0497,15.5794,15.1272,14.6948,14.2826,13.8892,13.5101,13.141,12.7795,12.4235,12.072,11.7246,11.3805,11.0381,10.6956,10.3514,10.0052,9.6578,9.3096,8.9614,8.6144,8.2705,7.9322,7.6014,7.2793,6.9663,6.6629,6.3702,6.0902,5.8263,5.5817,5.3575,5.1534,4.9685,4.8003
"IRL",5.3173,5.1958,4.9593,4.7358,4.5253,4.3278,4.1428,3.97,3.8085,3.6568,3.5133,3.3761,3.2433,3.1134,2.9859,2.8613,2.741,2.6268,2.5198,2.42,2.3274,2.2419,2.1619,2.0854,2.0103,1.9331,1.8501,1.7602,1.6638,1.5624,1.4601,1.3623,1.2736,1.1973,1.1343,1.083,1.0401,1.001,0.962,0.9223,0.8825,0.8447,0.8117,0.7851,0.7646,0.7492,0.7374,0.7268,0.7152,0.7011,0.6829,0.6595,0.6316,0.6001,0.5662,0.532,0.5004,0.4732,0.4512,0.4342,0.4202,0.4064,0.3898,0.3688,0.3433,0.3148
"IRN",31.0281,30.7346,30.1438,29.5454,28.9394,28.3262,27.7067,27.0818,26.4537,25.8259,25.2025,24.5866,23.9801,23.3818,22.7865,22.1852,21.5673,20.9226,20.2434,19.5255,18.7636,17.9546,17.1064,16.2312,15.3404,14.4465,13.5612,12.6964,11.864,11.0752,10.3399,9.6637,9.0431,8.4742,7.9557,7.4856,7.0606,6.6746,6.3209,5.9945,5.6918,5.4114,5.1527,4.9133,4.6892,4.4756,4.2688,4.0668,3.8683,3.6717,3.4765,3.2835,3.0952,2.9143,2.7421,2.5799,2.4291,2.2898,2.1618,2.045,1.9393,1.8441,1.7583,1.6801,1.6085,1.5423
"IRQ",36.4576,35.4531,33.4949,31.6384,29.8835,28.2295,26.6734,25.2116,23.8364,22.5349,21.2924,20.0941,18.9265,17.7829,16.6659,15.5922,14.5868,13.6723,12.8612,12.1526,11.538,11.0011,10.5156,10.0574,9.6114,9.1619,8.6986,8.2271,7.7568,7.2951,6.8593,6.4712,6.1459,5.8902,5.7023,5.5706,5.476,5.3954,5.3109,5.2147,5.1078,4.999,4.9015,4.8238,4.7647,4.7181,4.6743,4.6236,4.5594,4.4806,4.3894,4.2915,4.1957,4.1091,4.0345,3.975,3.9318,3.9011,3.8779,3.8578,3.8342,3.7999,3.7505,3.684,3.6003,3.5017
"ISL",3.0336,2.9278,2.7316,2.5664,2.432,2.3281,2.2529,2.2042,2.1772,2.1642,2.156,2.143,2.1161,2.0691,2.001,1.9166,1.8252,1.7385,1.6647,1.606,1.5609,1.525,1.49,1.4495,1.4009,1.3418,1.2712,1.1922,1.1086,1.0234,0.9411,0.8667,0.8031,0.7523,0.7147,0.6895,0.6745,0.6653,0.6577,0.6495,0.6389,0.625,0.6085,0.5898,0.5688,0.5449,0.5178,0.4882,0.4571,0.4254,0.3951,0.3681,0.3455,0.3277,0.3146,0.3051,0.2974,0.2894,0.2798,0.2681,0.2549,0.2413,0.2289,0.2188,0.2112,0.2058
"ISR",5.2698,5.1664,4.964,4.7707,4.5863,4.4109,4.2444,4.0868,3.9378,3.7972,3.6646,3.5395,3.4211,3.3087,3.2013,3.0981,2.9988,2.903,2.8102,2.7197,2.631,2.5436,2.4575,2.3725,2.2884,2.2051,2.1225,2.041,1.9606,1.8815,1.8036,1.727,1.6517,1.5779,1.5061,1.4368,1.3709,1.3087,1.2502,1.195,1.1422,1.0905,1.0389,0.9871,0.9351,0.884,0.8353,0.7905,0.7504,0.7151,0.6842,0.6565,0.6307,0.6055,0.5807,0.5563,0.533,0.5114,0.492,0.4747,0.4587,0.4434,0.4279,0.4118,0.3951,0.3781
"ITA",8.1129,7.9035,7.4978,7.1182,6.7646,6.437,6.1349,5.8572,5.6022,5.367,5.148,4.9412,4.7423,4.5476,4.3547,4.1638,3.9767,3.7964,3.6237,3.4573,3.2927,3.1246,2.9497,2.7674,2.5793,2.39,2.2061,2.0342,1.8793,1.7435,1.6265,1.5262,1.4373,1.3558,1.2798,1.2091,1.1446,1.0874,1.0377,0.9942,0.9549,0.9173,0.8797,0.8405,0.7994,0.7562,0.712,0.6685,0.6275,0.5896,0.5554,0.5253,0.4987,0.4753,0.4548,0.4372,0.4225,0.4102,0.3996,0.3901,0.3806,0.37,0.3578,0.3439,0.3283,0.3118
"JAM",12.3945,12.2482,11.941,11.6049,11.2397,10.8461,10.4258,9.9818,9.5197,9.0488,8.5804,8.1268,7.701,7.3131,6.9688,6.6714,6.4202,6.2041,6.0114,5.8338,5.6589,5.4749,5.277,5.0641,4.8383,4.6079,4.3862,4.1862,4.0163,3.8784,3.769,3.6801,3.5999,3.5188,3.4327,3.3398,3.2411,3.1418,3.0468,2.9578,2.8779,2.8095,2.7529,2.7072,2.6712,2.6427,2.6188,2.5959,2.5711,2.5421,2.5076,2.4672,2.4223,2.374,2.3224,2.2672,2.208,2.1451,2.0794,2.0124,1.946,1.8822,1.8225,1.7679,1.7187,1.6745
"JOR",26.1521,25.5513,24.366,23.2133,22.0933,21.006,19.952,18.9317,17.9465,16.9985,16.0901,15.2241,14.4034,13.6302,12.9059,12.2334,11.6153,11.0493,10.53,10.0517,9.6067,9.1869,8.7854,8.3959,8.0137,7.6366,7.265,6.9034,6.5555,6.2221,5.9032,5.5983,5.3073,5.0308,4.7701,4.5281,4.3083,4.1121,3.9395,3.7893,3.6594,3.5471,3.4479,3.3577,3.2729,3.1909,3.1102,3.031,2.9535,2.8767,2.8005,2.7249,2.6508,2.5786,2.5085,2.4404,2.3741,2.3093,2.2459,2.184,2.1235,2.0647,2.0076,1.9524,1.899,1.8473
"JPN",8.3119,8.026,7.4671,6.9343,6.4275,5.9467,5.4918,5.0627,4.6592,4.2809,3.9275,3.5984,3.2932,3.0114,2.753,2.5195,2.3132,2.1345,1.9817,1.8519,1.7409,1.6441,1.5569,1.4751,1.3959,1.3178,1.2413,1.1686,1.1015,1.0398,0.9829,0.9301,0.8807,0.8342,0.7908,0.7511,0.7164,0.6875,0.6642,0.6459,0.6314,0.619,0.6069,0.5937,0.5785,0.5609,0.5408,0.5191,0.497,0.475,0.4536,0.4335,0.415,0.3983,0.3835,0.3708,0.3598,0.35,0.3411,0.3328,0.3246,0.3166,0.3086,0.3007,0.2927,0.2848
"KAZ",15.0058,14.8595,14.5688,14.282,13.9992,13.7202,13.445,13.1734,12.9052,12.64,12.3773,12.1167,11.8578,11.601,11.3467,11.096,10.8503,10.6109,10.3784,10.1532,9.936,9.7269,9.5248,9.328,9.1347,8.9424,8.7487,8.5521,8.3515,8.1464,7.9347,7.7145,7.4881,7.2597,7.0346,6.8228,6.6351,6.4771,6.3503,6.2523,6.1787,6.122,6.0696,6.0081,5.9273,5.8146,5.6593,5.4613,5.2247,4.9541,4.6591,4.3524,4.048,3.7573,3.4871,3.2384,3.0074,2.7862,2.5705,2.3619,2.1654,1.988,1.835,1.7092,1.6101,1.535
"KEN",25.5034,25.3542,25.0346,24.6728,24.2689,23.8234,23.3379,22.8155,22.2614,21.6849,21.0967,20.5087,19.9331,19.3795,18.8523,18.3504,17.8673,17.3922,16.9172,16.4412,15.9657,15.4947,15.0341,14.5885,14.1591,13.7423,13.3316,12.9243,12.5221,12.1317,11.765,11.4366,11.1577,10.9353,10.7716,10.6668,10.6171,10.6093,10.6291,10.6653,10.7091,10.7551,10.7986,10.8325,10.8472,10.8336,10.7856,10.7011,10.578,10.4124,10.1978,9.9288,9.6089,9.2454,8.847,8.423,7.9826,7.538,7.1024,6.6882,6.308,5.9712,5.6776,5.425,5.2126,5.037
"KGZ",18.0962,17.9442,17.6402,17.3362,17.0321,16.728,16.4239,16.12,15.8164,15.5136,15.212,14.9122,14.615,14.3215,14.0325,13.7492,13.4722,13.202,12.9384,12.6814,12.4316,12.1891,11.9531,11.7221,11.4946,11.2686,11.0421,10.8136,10.582,10.3462,10.1049,9.8569,9.6036,9.3472,9.0899,8.837,8.5941,8.364,8.1464,7.9393,7.737,7.5319,7.3166,7.0857,6.8371,6.5695,6.2836,5.9856,5.6829,5.381,5.0883,4.8129,4.5581,4.3245,4.1109,3.9099,3.7106,3.5042,3.2869,3.0607,2.8342,2.62,2.4304,2.2739,2.1522,2.0633
